sim31,sim32,sim33,sim34,sim35,sim36,sim37,sim38
5013008_4,11699293_4,740_3,18076562_2,7945447_3,17885151_4,4334284_1,29465313_1
21713355_1,14646308_3,17086216_3,3589889_1,16694355_5,13005663_1,4955695_2,670849_4
7993245_2,26830746_5,13065309_1,18966311_1,6274347_5,6639354_5,5174350_4,19668291_3
26220152_1,3754520_4,6647253_4,8495997_3,8563236_4,1806844_4,8089296_4,10151416_2
10489755_3,16003291_3,16790230_5,4954850_5,23178488_3,10179273_4,5217420_5,9923484_3
7615316_5,15537358_5,2301140_2,10159231_2,6753232_4,12497957_3,25453911_5,23307309_1
8002324_4,21107554_1,10390950_4,16060379_2,9025049_5,840051_4,4261217_4,21415726_1
9104344_5,1133597_4,27457546_1,6890416_4,8866396_4,26367275_1,14389819_3,14757789_2
17978368_2,320018_5,12951351_5,24717424_5,8210830_1,362690_4,12328754_2,21377990_1
12458615_3,26623727_1,10507350_5,23634721_1,5807619_4,8148053_5,11503670_1,23837111_5
1020919_3,3255195_3,17053141_5,16896720_5,1200681_3,12962656_1,13938029_4,8189260_3
1440308_3,7201852_4,22286968_1,2110593_4,16557453_3,14588377_1,13706061_4,17365632_1
7633184_2,17236664_1,1558517_4,21603047_1,20936285_5,19333620_1,9876189_2,13101482_3
8084104_4,29467146_1,13711081_5,1876846_2,19896977_1,3329440_1,19540865_1,12698446_3
2128641_2,11668097_1,6696577_3,26538560_5,8978137_3,18090385_1,23866991_5,7791254_4
20032154_1,27035728_1,9545250_4,11412796_5,10484948_3,5513303_5,3105416_1,450833_3
2315918_2,6978147_3,22741848_1,4032583_2,3101676_1,7936440_5,13949998_5,1438110_5
18063839_5,2877069_5,15831048_4,15887311_3,15083436_3,10578141_5,15873043_1,10024314_2
25705175_1,3698095_4,5283367_2,8833256_5,11857804_4,11441852_2,22115537_5,21534413_5
9548918_5,5713046_4,941209_4,5742888_4,3867298_1,7449311_2,10309171_2,4984366_5
6925970_2,10983794_3,4156521_4,14802288_5,12101371_4,12076722_4,8000515_4,9706187_3
29786090_1,4254759_3,16899731_1,4738737_2,9848657_2,16046596_1,24631204_1,4361890_2
7572587_4,5307860_2,8007987_5,2615287_5,744146_2,6018742_5,18762433_1,2777270_4
23749715_1,11099236_1,8424451_3,5244837_2,22278720_1,3733807_1,24051518_5,18985529_5
17037866_5,3010956_1,16108784_2,22004099_1,26091559_1,10525576_4,8030704_2,6913475_4
1775495_1,9423806_5,9618851_4,8068152_3,18068646_5,13143737_3,307756_4,7475584_3
9108707_4,13150642_3,8081581_3,13138659_3,528214_5,23278866_1,4108531_2,7777979_3
9651243_5,13856400_4,6956831_4,14199042_1,10681643_1,11230659_3,5031667_1,10929662_3
23105000_1,15187756_2,26743638_5,15066792_4,3934704_2,1763426_2,19919753_3,5927079_2
8360192_2,13094774_2,12164703_5,16530927_3,7206082_4,24990361_5,16399525_5,25263868_1
15429654_1,7129295_4,14032198_3,6641117_4,3535565_5,8446715_2,4387984_2,9269239_4
21269378_5,21064582_5,1904012_5,7771516_3,6918112_1,13107497_4,1750706_1,9779425_2
7526338_2,8568670_4,29984370_1,13577909_5,26442318_5,2303750_4,15716011_2,19036534_3
7926351_3,11313931_2,21525905_3,10507350_5,3594913_2,15293998_4,26405817_5,11515380_1
9820159_4,25580521_1,6837322_2,9775651_2,1948073_2,13833504_2,13398950_5,18334429_2
10219080_5,23628424_1,1218759_2,6125788_2,5009136_4,1020382_5,25075719_5,20298095_5
12531174_1,6122558_1,16488095_5,10460089_4,22687606_5,8005434_4,22553511_1,25130811_1
21964534_3,12663117_1,13568082_1,10942954_3,15632235_5,9172918_5,15635963_5,7033033_2
11920640_3,10972412_3,4103514_3,6765983_1,11463071_5,1664570_2,15523484_1,758198_2
15699577_2,18450038_5,9995199_5,13038372_2,22607132_1,6474125_2,4759699_2,6228260_4
2199714_4,2492677_1,3716907_3,2595477_1,17662194_5,27119094_1,21603308_5,5430236_4
2562542_2,24928187_5,1241922_1,1249480_4,4992070_2,4062668_5,28877269_1,19704642_3
11940059_3,13661110_2,23779585_5,24469977_1,13876298_5,2174640_4,6765362_5,17334402_5
977696_3,12069314_5,10334300_4,16732930_3,2579038_2,18935682_3,459460_4,610625_1
14258824_4,17493651_5,6388119_2,8107184_5,4915246_1,21968590_3,18395950_1,19536492_3
9652642_5,9288698_4,7657133_2,21423594_5,9995199_5,9187130_3,29888436_1,591030_2
11896949_4,7888242_5,26715495_5,18050008_1,15273973_2,26966490_1,6023846_4,4559548_1
16246934_1,30162672_1,21787482_3,15633198_3,12845381_3,9500094_5,7139960_5,16388747_1
14209043_5,9209928_1,13963203_3,12619162_2,12663117_1,4424864_2,6121944_4,10776736_2
16314603_3,10351718_2,10403763_2,23950492_1,28487553_1,3026370_2,847892_1,1239038_1
17411131_1,9305668_2,26353378_5,7282418_4,8985950_3,2492677_1,7777979_3,11649619_4
8466929_3,3808025_4,11640643_4,10798443_3,13164689_3,5467851_4,6246056_1,22589810_5
11817220_4,15696698_2,11026367_1,13850289_5,3155440_2,7167380_2,19547600_5,7060514_5
8450134_3,1493815_5,785547_4,13450288_1,10429587_3,17118145_5,17426540_4,20926350_3
19108821_5,24995777_1,9323917_4,9478792_5,19501256_1,23029632_1,12019629_2,17303784_3
5845875_2,9712903_2,10658064_4,21267657_3,2233874_4,18318466_4,8062891_3,11457717_3
7991060_2,13026069_3,23494937_1,320018_5,3004836_2,12733860_3,11655307_3,1982791_2
16971401_1,4982346_2,19254884_5,4661778_1,11360494_3,12653803_1,15579505_3,23532701_1
12338521_1,23368409_1,362690_4,3918247_1,10563290_4,18017334_5,6666668_5,7017227_4
16040017_5,610364_1,14073910_4,6956831_4,9509912_4,975947_2,1044140_5,8522629_1
19166488_1,10366146_5,18267425_2,6098574_4,13791896_5,3586459_2,17653128_1,23353786_3
19133112_1,13158480_3,9205825_3,22266153_1,12279348_3,19596939_1,6652282_4,6955754_4
26286442_1,12619162_2,618452_1,21830861_5,17791534_3,16290111_5,7825968_5,7201021_5
10201030_2,2536145_4,1337690_3,13250206_3,18107741_2,18596168_5,5172764_2,4896345_2
17487097_2,12531662_3,17325339_5,13872834_5,14546134_3,6902397_4,13382295_5,10612132_1
8831788_5,21295013_5,16651865_3,4773126_1,25130811_1,13094774_2,3108058_2,23404771_1
12940293_5,24158580_5,12529088_2,7676161_3,16219417_3,9305880_2,5357140_4,2202590_2
4063902_1,4490652_3,12760178_3,3121140_2,24647316_1,8054662_1,518271_3,6213004_2
17007298_3,15419214_5,12388876_2,3529036_4,740312_3,2683011_4,5837165_4,17408465_2
8984782_5,7366056_1,2536145_4,11685949_4,2190332_2,5933850_4,19718364_5,11680156_1
4254907_4,9023379_2,3124634_4,12283910_1,17429293_1,21954643_1,11789134_4,3994584_1
7715408_1,10214491_5,10628883_4,13407293_1,8904870_5,1538674_2,5110942_3,10799357_4
14062887_3,15049123_5,9108707_4,11042645_5,5530304_2,22979024_5,8352647_1,11690182_3
7387311_4,14949457_3,6955754_4,252602_1,23667207_5,10764671_2,12620650_4,17565786_3
22553377_1,5796177_1,10554593_3,18394378_3,10868095_3,10061866_5,5430236_4,1704592_1
24758488_1,2739972_4,9175268_1,21909037_1,3807696_1,8397396_5,6674867_4,16409683_1
23363655_1,9322196_3,4499194_2,15781627_2,15920216_3,10809963_5,18192151_4,3744717_5
17263453_3,18235230_3,9809173_5,8981423_4,20504185_1,10314446_4,11685786_3,15656964_3
5087671_4,8543662_3,4910677_4,26099655_1,8133274_3,2833238_4,26924854_5,2718936_5
1318936_4,15879475_5,30085622_1,27035728_1,22238634_5,23784109_1,17685627_2,4013112_2
8077577_2,10505329_5,10624306_2,1867318_3,15813532_5,18570353_5,12653803_1,8524970_4
7695762_3,8030677_2,21693425_1,4705926_5,5294595_4,8186384_3,18648441_5,10379967_5
3584467_1,22810240_5,9907223_5,14049732_5,16488095_5,26936546_1,9123660_3,3156264_1
25779666_1,29836732_1,14625880_4,13225619_1,626469_2,17014896_1,9612421_5,15848612_3
26719773_5,2998383_3,13152474_2,17866796_5,13637640_3,7017450_4,23521503_5,18068646_5
15012856_4,5530304_2,9198360_5,23488352_5,5757117_2,12530542_1,4063902_1,13179887_2
12196906_2,18050008_1,9775651_2,17681321_2,18361697_1,26613337_5,8922858_5,1279461_4
4644072_2,626498_1,16802006_3,21068391_1,18873320_5,2197636_2,350513_2,20943688_5
7945159_1,21763419_1,2233874_4,29313864_1,11489779_4,27118219_1,12303600_5,12243235_5
14304283_2,29601738_1,6143246_2,12157779_4,18098323_5,12940640_1,15073813_1,22829492_5
22628769_5,4946010_2,8937655_4,23719238_1,10074968_5,13435371_5,15532455_3,6491874_4
7780368_5,3559877_5,7125584_2,16069567_1,8584844_1,26702715_1,15912799_3,6582815_4
1097408_4,8017778_3,11580892_1,7699291_1,18133408_5,12879764_3,4916230_1,7785279_4
11320015_2,6810846_1,26814786_5,22394091_1,4941560_2,15297503_5,7111419_3,17633960_5
11051603_1,13281543_1,11690182_3,4680889_2,8006499_4,11973202_5,22584373_1,5967894_5
7339081_5,18231253_3,12256272_5,8665036_4,15627321_2,17281543_5,12307185_3,6700291_2
11042645_5,208851_1,15153979_5,22178137_3,10566532_2,5122483_2,294663_3,9312982_2
5897162_1,4268130_4,14198358_2,6012474_1,11273532_1,28964088_1,17711391_1,22304207_5
22317281_1,9992231_5,9759635_5,12340557_1,5125197_2,7526338_2,11979982_4,7066855_4
22300756_5,19848573_5,5521774_2,7151335_4,24051518_5,2002930_2,12760178_3,9528741_5
7066855_4,6913475_4,3963892_3,16153301_3,1235133_2,1302704_1,4194512_1,13737062_4
17286162_2,14139286_5,30190507_1,1021663_3,9998042_5,21541938_5,23307309_1,7653597_5
18228534_2,10409275_5,5691287_5,18602334_3,11033542_4,8753985_5,19766748_5,3943636_5
11215550_3,6798287_4,19342651_5,9145255_2,12825155_4,24284075_1,5560254_1,14691912_3
13984726_3,6573780_4,13436728_3,6203190_5,11101448_1,6244414_3,1481355_4,11968850_1
26195566_5,22438101_1,7988396_3,17225581_3,15069045_3,4904143_4,5187866_1,4954850_5
24571585_1,11325356_4,13506990_1,21157498_3,6170031_3,2736379_5,13254372_2,15071204_3
2967498_2,4780924_2,20714834_5,13886112_3,7834078_1,15539542_1,602439_2,9393565_2
6511050_2,4234177_4,7397873_1,23803905_1,15523484_1,6485939_2,11513439_1,21878491_3
14641521_3,6151790_4,9516085_5,17434025_5,21850100_5,3841254_5,11266535_1,7677644_4
13731182_5,3035779_2,875169_4,599617_5,18265955_2,4062338_1,9172918_5,17501917_4
17991362_5,18758117_3,8880223_3,15659845_2,2506118_4,2008498_4,10810154_3,26292834_1
20960435_1,18114490_5,4157365_2,21293011_3,25750641_5,19067873_2,15596818_3,6539109_2
23062948_5,6045404_3,3150438_2,13921159_2,4265657_2,4366105_1,14632115_4,15977351_4
5672704_5,18090385_1,19127335_3,11101448_1,13852100_1,1835907_3,18010924_1,6479955_2
2580095_2,11544363_2,5529886_5,14645948_3,24993324_1,12531265_1,18335231_5,7362543_3
7424525_1,851255_3,5066167_2,4285417_3,524539_4,20265010_5,9524002_4,8006499_4
8757427_3,2370710_4,13380997_3,7937548_3,3197158_5,5319309_2,6051163_1,6021552_2
6814164_3,12802567_2,5599230_2,24371285_5,29888436_1,6995551_2,4134861_2,18775185_5
10898083_3,21620459_1,5693914_3,22609916_1,19647262_5,6868929_5,8264270_3,3083720_2
12979944_5,19501256_1,6655847_4,6633929_2,2559620_4,16679291_5,21726004_1,3061377_1
21106454_5,3251001_3,10510346_5,10231124_3,17913704_3,3071260_2,9459666_3,9378684_2
12684962_1,14288739_5,7126597_4,10162589_5,10050260_5,17394377_4,16001018_3,2396914_2
10046931_2,22723862_1,1262486_4,8554603_5,18333704_1,4612383_4,1291651_5,14198358_2
1249309_3,2718936_5,11406657_3,21305759_5,24916752_1,10561370_1,12631531_2,15168209_5
22012674_5,15567309_3,22131036_5,6785059_4,6384287_1,5387469_3,9917023_1,18584569_3
12738578_5,12769396_3,924175_2,18677390_5,3232104_2,11910919_1,17223456_1,17760963_3
11266535_1,16346619_5,25170095_5,22174141_5,8266333_4,18171053_1,10384952_3,17620612_3
2877991_2,11294609_5,2069709_5,4680996_2,288798_5,10460936_4,8311924_1,19748619_1
8573610_4,8296239_4,5288106_2,2792072_5,23509332_1,6741681_1,29984370_1,17805707_1
10522862_2,2220322_1,7896303_1,6958737_5,6148918_4,20159009_3,16659803_5,18702629_2
14862074_3,23501879_1,23930590_1,15993134_1,8376009_4,16903003_1,21582729_3,4281441_3
7072564_1,17325339_5,8522881_1,5099142_1,19033026_2,16727176_3,17126566_2,8411378_4
2303138_3,11620046_4,7752777_5,5060094_4,4802250_3,10977701_5,6711460_3,2586390_4
9103600_4,11004675_5,361557_4,4576493_2,2958676_1,20786685_1,5307167_2,1600565_2
7184752_2,1544109_4,29425652_1,1707166_2,10003346_1,15954755_1,24629969_1,24813767_1
16459662_3,4880987_4,9862615_4,894328_2,1216205_5,22309584_1,15866474_3,17766394_1
3579888_2,17562249_2,5244837_2,3754520_4,12760178_3,19731022_5,14281211_3,14928022_5
12658462_5,17365632_1,23351840_3,6976500_4,17718507_5,12531174_1,5742888_4,4880987_4
2380172_2,23792062_1,11341018_1,17448532_4,6134230_4,10306374_2,16605651_3,4522392_4
5493758_2,3390871_3,6717857_4,15062456_4,21326254_5,12192756_2,17002151_1,26265439_5
22327801_1,6680689_3,15215664_5,25369315_1,10913712_4,13559181_2,4146908_2,3428135_1
6816812_2,12065448_3,13407293_1,3760227_2,3541867_4,8937655_4,27116914_1,5805614_2
19704642_3,4763833_4,18758294_3,8186384_3,4076750_2,21056674_3,5039721_2,18362441_5
10526858_4,14475792_3,2143166_2,12860708_2,9503031_2,2051333_4,12824107_3,13213718_3
7206192_2,5515856_1,5786700_2,27385493_1,20651454_3,8505170_4,6779176_4,9933195_5
12587434_1,1793273_4,9609345_5,16108053_3,17824285_5,21444039_1,19625275_3,16427945_3
10366146_5,26476138_5,11150536_5,19856640_3,13872834_5,11559236_2,22240271_5,17378842_3
16734263_5,17307869_3,12743726_2,7841279_4,1711102_2,14483164_2,9958634_4,5021426_4
4108531_2,16009289_5,1704592_1,15806993_5,8003507_1,17767957_5,252770_4,6502070_2
2855810_3,23025889_5,22317294_1,11973202_5,9106929_5,6384710_4,9315502_2,17126460_5
18946939_1,8474708_4,13172166_2,23178488_3,11979859_3,9922764_5,15709432_3,23488352_5
6393843_2,5221539_5,12326851_3,3382907_1,28377403_1,6977678_2,4705926_5,24849657_1
9975365_3,7215022_3,15841356_2,19848573_5,8385096_4,8495997_3,23029632_1,1447725_3
2461592_4,15447591_5,611910_2,5087671_4,6652282_4,4493170_2,3434984_3,4221289_1
9216109_5,17826161_1,3445715_3,12441757_2,25075719_5,16894399_3,21954643_1,12407665_1
9687688_4,9735390_2,7288484_3,10403149_2,5649136_2,11321811_1,15924612_1,9079605_3
26702715_1,4343542_1,8088947_1,7657133_2,10220006_4,9503031_2,919213_1,12831434_4
17697785_2,13485032_5,3197158_5,22096437_1,21054400_1,11817220_4,19492650_5,2190332_2
15858750_1,7109296_5,26513090_1,15146328_1,17106080_3,16246606_2,6573780_4,9044446_5
15995652_1,12476449_3,21929469_5,17130737_5,15628399_1,8504173_5,15033152_3,8449165_1
16090645_5,26158343_1,9404947_4,13358373_3,7072564_1,16436762_3,13318111_3,3930897_2
1485932_5,22979024_5,16039029_3,16678914_3,28423027_1,11462106_5,1879290_3,8285372_3
18528436_5,7991060_2,6151790_4,15075553_3,9920379_3,2539720_1,5637810_3,14944759_3
17418120_2,1645431_1,8654415_4,14977019_3,1968107_2,19568963_3,9768402_4,19896977_1
13318111_3,9199978_4,7224103_4,16020087_5,5430236_4,16409683_1,18787205_3,14614889_3
17383038_5,7033033_2,26707017_1,2322321_1,14000371_5,7276714_5,9729660_4,5912821_4
12291530_2,8584844_1,14389819_3,13895695_5,1493815_5,2562542_2,15915650_5,20399771_1
9315502_2,127601_4,17464173_3,23548462_5,16213249_4,21011520_5,10230830_4,11327716_1
22188133_5,17160780_2,16808548_5,10536903_3,11610325_3,8153160_2,13159056_1,17933846_3
15677304_3,10570794_2,19283458_1,10966787_5,11041000_2,9459666_3,18273232_4,6819525_4
10127320_2,12985676_5,16679089_3,24856062_5,18857194_5,12283910_1,16259854_5,16654656_5
21093049_3,21192453_1,9019720_2,21922920_5,11517821_2,21835337_5,2368073_1,26579390_5
24577197_1,17231702_3,7670818_4,6126367_4,9275982_5,7017227_4,2344193_3,16010819_3
5452155_2,14886962_3,16780168_1,19382058_5,8411378_4,12676650_2,24171859_5,22886784_3
9880659_5,16247914_5,26505694_5,11048746_3,23414033_5,22868280_1,9966938_3,6722840_2
11291762_1,5026352_4,185866_2,2331082_4,12307891_5,15531650_5,11468057_1,29973883_1
14555477_4,4044789_1,18623286_1,12815710_2,18769580_5,16219417_3,12868164_2,5627684_5
17390220_1,1133094_5,4282358_3,1941073_2,16128823_3,5991616_2,29564739_1,12940293_5
7834078_1,17662194_5,11193393_4,5807619_4,18852708_5,15562718_3,17020415_1,6838630_5
3609328_5,19568830_5,12776506_3,16011929_2,836572_5,15146328_1,1250077_3,15881845_1
18632396_3,15353398_2,18046386_4,18924281_3,16355669_4,11534504_1,4400887_2,11281282_5
23237190_1,573098_3,1992567_2,24053746_1,9882076_5,5338661_2,10019000_5,13949998_5
5338661_2,1645541_3,13249964_4,28215527_1,6203190_5,15727922_3,5561989_2,502755_5
13486249_3,9652375_5,5328326_2,5927079_2,10174825_3,16092181_5,17030509_1,2565259_4
6379024_3,10764671_2,12326755_5,680779_4,312054_5,11649675_5,3579888_2,7066792_2
11021175_1,28523264_1,23195291_1,17160780_2,15582498_5,2812190_5,16236495_4,15628399_1
17563842_1,5732360_2,9230387_3,11857804_4,252602_1,13514578_1,21321920_1,15353049_3
23795231_1,5208069_4,3080550_3,2998383_3,8084104_4,4078650_3,2452185_1,6172574_2
814716_5,15933124_3,9889048_2,12587434_1,11923589_4,2564591_3,2166865_2,14163219_4
2923619_2,7773043_1,1668531_2,4880987_4,3331759_4,5921181_2,1881928_1,14025202_5
8635035_5,17225581_3,10964699_4,10808675_4,9060035_4,12911657_1,4188446_5,27176900_1
16063429_1,7800815_1,3712665_2,9039082_4,12406105_5,26449552_1,19494924_3,19064254_2
4369733_2,26492031_1,1104273_4,16164141_3,12538295_5,28423027_1,1828414_4,16843477_1
7669516_4,8140017_2,26607659_5,18584563_5,11435435_4,26286442_1,7397873_1,15759912_1
433824_4,2821904_5,9237109_3,11294609_5,16436762_3,14723368_4,10393637_3,15197383_3
22732637_1,7898588_4,27176900_1,20501913_5,4964686_1,21640437_5,17272520_2,18859316_3
17620675_1,7791254_4,10490825_3,5338237_4,4915553_4,26898230_1,20419707_5,20449800_1
15508260_2,4251309_4,15658690_5,18763225_3,12531662_3,5674074_5,19804880_3,4503886_4
16780585_3,261713_5,8260820_1,25750641_5,3989890_2,23708439_1,9213366_2,349867_5
13514578_1,8158950_5,26102687_1,20173393_5,5887161_3,23658046_5,22571564_5,10962472_4
12242655_3,17088170_5,20196693_3,4621561_5,22122648_3,17626402_5,6640484_4,17451385_1
2498629_2,3865850_2,23193338_1,11668097_1,10142997_5,23866192_1,16698957_3,9548918_5
85504_4,417415_4,21211505_3,11967364_3,13464323_5,15517346_5,3536367_2,22584373_1
10224815_4,18797396_3,21729066_1,12366000_2,4234217_2,4665372_3,11450305_1,21573654_1
22843399_1,1203790_2,21836401_5,18695594_3,26515680_5,19718364_5,8600222_5,10312889_5
15499742_1,913746_4,11777063_2,18165888_2,6173507_1,7653597_5,5854625_4,2848221_4
6384710_4,9179933_3,3453588_3,16974977_4,6244414_3,15522646_2,21697959_5,8522881_1
22077808_1,2916212_2,659340_1,13512542_4,9925981_3,1493815_5,12107347_3,1664570_2
2854900_1,6846573_4,5819976_5,8122859_2,10374084_1,4127439_4,7023016_3,7898588_4
9689443_4,16829618_1,20303866_3,8138463_3,20377178_5,9559622_3,23324550_1,7167380_2
12772829_4,19693714_5,10179273_4,2414518_2,3377711_3,4591695_3,4980574_4,8110004_2
16288589_2,18085239_2,7333410_3,1460781_3,7786985_4,23403270_1,4379712_4,12895120_2
9532589_5,18592193_2,1833718_4,17722386_5,17737948_5,3630196_3,3230772_1,7340838_2
900691_4,16282594_2,19033026_2,15332018_5,1788055_4,10855138_5,12692431_3,10778556_1
28290081_1,8063014_4,8703610_5,16882910_5,415413_2,6582815_4,7393006_5,14069692_4
7643775_4,2610800_4,1835907_3,4114255_4,25122349_1,15246352_5,9033017_2,15531650_5
10040366_4,9919271_1,5842995_5,156628_1,6098574_4,14645948_3,12491889_1,11071566_2
17691772_1,13231785_5,15025859_5,6670372_3,11128357_1,6912720_2,7709676_3,9218188_3
11475172_1,8874155_5,10309171_2,3981401_2,24271528_1,4112969_2,15958918_3,3659550_5
28523264_1,3078317_2,3786549_4,10314446_4,1998542_5,22170721_1,12217477_3,11869674_4
4507461_2,10791924_1,2593118_4,11485247_1,7765677_4,17020284_1,12666179_5,9597994_5
4817094_4,14459121_4,24284075_1,11329292_4,21930918_1,13465040_4,16233166_4,14013412_3
8568534_2,1893917_1,14183353_5,13151142_3,15333342_4,15055616_5,18063839_5,9271284_3
14067380_5,11966074_4,15342816_4,21032764_5,16063796_5,4393553_2,16815026_1,5867148_2
11938749_3,15455661_5,2579824_4,12579735_2,15764975_3,101930_5,22581886_1,3759079_2
13583767_1,680779_4,10973930_5,13827595_2,17361373_1,14437262_2,10048801_2,17903842_5
21881855_5,23294214_3,19810607_1,7160517_2,7292761_2,21053797_3,17172565_3,126556_2
22833466_1,26715506_5,24142198_5,925547_5,6190159_2,22806148_5,10550675_1,3918247_1
15879475_5,1628121_2,3776447_1,11430426_1,8753985_5,149442_4,4237544_3,17412023_2
21211829_1,24469977_1,22806148_5,1411128_2,17160780_2,24555224_1,20692889_3,12531662_3
11451817_1,249050_4,14933486_5,11325356_4,19718364_5,24277283_5,6733496_4,21061824_3
17395286_1,8866396_4,4485084_4,24695862_1,16328028_1,24306356_1,16709549_3,8818709_5
10374084_1,546273_5,649334_4,8055198_3,17126566_2,847892_1,1048927_4,5555292_4
20661734_5,5090753_4,17835505_2,7792808_5,15203349_3,21929469_5,10586451_3,5100962_4
7330454_4,14302296_3,7388853_5,7225233_2,3536367_2,5878271_2,9170412_2,9537952_1
12971599_1,8927309_1,17899520_4,1149242_2,8247564_5,17130101_3,2086288_5,19059583_2
16356915_2,10534106_3,1059401_5,5854625_4,8591285_1,6405979_4,2066208_4,10574749_4
12501955_5,24078942_5,15658987_5,19607894_3,18241484_2,28433239_1,5630677_2,2943031_2
7485673_5,9630301_4,30200878_1,18675983_3,8664833_4,1291651_5,6588619_4,10886342_1
14070388_5,659153_2,17591433_4,14070388_5,8948996_3,17724300_5,8475182_3,18758294_3
4531501_2,16079296_4,1259283_3,12661335_5,5929929_2,19140542_3,10366756_4,13080194_3
25926234_5,7473432_5,13637640_3,1062798_2,66618_4,20243015_5,22467703_5,26334373_5
14598192_3,7218558_2,16499927_3,16069505_5,9230387_3,2148831_4,12825916_3,4575674_2
16887834_5,578696_3,15167438_5,16653077_3,17273170_3,10581877_4,23349480_5,11450305_1
5214221_2,11457933_5,6320682_2,3867018_2,18732027_3,4661778_1,4944144_4,10963205_3
18258337_5,10973093_4,18068646_5,8309228_1,14590958_4,18228534_2,16316796_3,16358301_1
8292796_1,2579824_4,5251527_2,18267425_2,3617631_3,10799357_4,15120114_5,4269859_1
16802006_3,9930806_1,11350531_3,3153501_3,21633072_1,14618620_3,8959311_4,12054671_3
10149915_4,21708749_1,16063429_1,2330175_2,6122337_2,16158445_1,19383126_2,1713018_1
12975898_2,23856391_1,4220145_4,2462359_1,13648885_5,7340838_2,16289557_2,26410983_1
16106251_5,14387306_3,22521432_1,8044741_1,20362576_3,10536903_3,17604900_5,9242637_3
12691390_5,17123944_2,884146_1,22245430_1,2486347_2,6732894_4,4306347_4,6190159_2
17210549_3,27378023_1,14637148_5,23780524_5,7373276_3,15841356_2,10754974_2,7870195_3
2886684_4,5379724_2,25990930_1,11325754_1,23194329_1,14104890_1,18023297_4,13343881_2
1561816_2,9154029_3,14172029_3,22829178_1,18102824_5,23093848_1,21395229_1,11133301_5
3998766_1,16604440_1,4254907_4,15814590_4,9232131_3,10880228_3,15627321_2,13759864_5
1358571_4,19231628_5,16644825_5,18873320_5,30245738_1,10836640_2,3079570_5,6621831_3
4234217_2,6918703_4,5319435_2,9409977_5,962557_4,6611607_2,25580521_1,4841387_3
11957900_4,5430269_2,9378684_2,5450104_2,16507379_4,876874_4,11588727_5,25279578_5
3134643_1,12947652_2,15707763_4,14344003_3,17857067_3,1963454_3,8716191_5,16308174_3
3074076_2,15739239_3,14248855_1,14959859_5,677909_2,4231627_2,11251978_1,9921788_3
9025862_5,830155_1,8234811_3,16868851_3,11281885_1,24569670_5,7393021_3,3131918_4
13775694_5,5672604_3,20254286_3,2981208_4,13451464_5,18629892_5,6523171_2,14808812_5
19317203_3,10220271_1,20156515_1,6816054_4,13393057_3,5863022_5,12574568_5,6629854_4
10436791_1,12243235_5,23951594_1,21573654_1,21499877_5,10814252_1,25616198_1,16005525_3
4853461_1,16235018_1,8138463_3,16122680_5,10220068_5,11251978_1,26567630_1,20930884_1
12589092_2,26385978_1,6723053_5,21976250_1,16209790_1,4739979_4,17220117_3,5952270_2
14802288_5,7314970_4,12157779_4,18787205_3,18221353_5,1171145_3,15263429_5,8062891_3
13335130_1,12120504_4,6062955_3,5827389_3,6742221_4,13862944_4,22886784_3,18815174_5
2148831_4,7582140_4,9087297_3,8577603_3,15739239_3,663522_1,19623311_1,2195885_2
22550859_1,2132555_1,5935079_4,13163201_1,120578_5,9136668_3,3904963_2,4618363_2
5807619_4,12242183_4,19623893_5,7653597_5,5284176_2,19496357_3,26612392_1,9245396_5
5666896_4,7224925_4,15378614_3,1828929_4,17585895_5,6816054_4,12713476_1,13294097_3
23709844_1,19383291_2,19293566_2,824984_5,20170486_5,8648737_4,2549107_4,2284225_4
14808044_3,8294932_1,15075936_5,18487211_1,3977085_3,9434991_5,4601440_2,14693397_3
15791844_5,9106929_5,13139438_1,28559091_1,1101169_1,13648885_5,21693425_1,24142198_5
16488095_5,5726604_5,22902335_3,19380522_5,19148887_2,13737062_4,9049886_5,6794605_4
29762372_1,24784079_1,4282400_2,10193405_5,9930806_1,22010484_1,23003001_1,7501161_3
15688322_1,15668417_3,6139691_2,1629799_4,19067873_2,10433891_4,7132312_2,9442024_1
6322230_1,20389997_1,7727852_4,22283033_1,4707791_4,1879131_1,5187772_4,9230387_3
14994673_5,8665036_4,16360920_5,3181452_5,21968590_3,20539162_3,17171357_2,15779055_5
16199782_4,13873082_3,7176316_3,24491923_5,10420583_4,4519908_2,17591929_5,25369315_1
2973369_5,17002151_1,16060379_2,13476484_1,26138558_5,16877995_3,4728074_4,24732768_1
2166865_2,7767320_4,4110711_5,9393539_3,5487262_3,10510346_5,9067903_4,5349068_5
5338237_4,21460990_3,25779666_1,9747542_2,1763426_2,261713_5,16837112_2,9960094_5
9236033_1,12402218_1,6405979_4,20661734_5,16542869_2,13873644_3,6515070_3,17653128_1
22172192_1,12590495_5,12011963_5,23149429_1,16708019_5,14555477_4,3150578_2,18861237_3
10183563_3,18011619_5,1438110_5,24993324_1,4993188_4,15067223_1,7072564_1,20254286_3
6654624_5,9468468_4,22583967_5,5695957_1,16649699_3,3489389_4,18819102_2,830155_1
2331082_4,14198358_2,12584796_3,9713049_1,2138620_3,2405346_4,14886894_3,28089410_1
3981401_2,3149460_4,14484295_1,9739614_1,11075652_1,15659032_1,9252148_3,15861954_1
